,state,estimated_population,last_available_confirmed,new_deaths
503545,MA,7114598.0,212203,10
503763,MA,7114598.0,212720,10
503981,MA,7114598.0,212874,9
504199,MA,7114598.0,213087,10
504417,MA,7114598.0,213478,11
504635,MA,7114598.0,214058,12
504853,MA,7114598.0,214478,12
505071,MA,7114598.0,215223,15
505289,MA,7114598.0,215857,14
505507,MA,7114598.0,215942,12
505725,MA,7114598.0,216210,13
505943,MA,7114598.0,216647,13
501801,MA,7114598.0,209085,12
501583,MA,7114598.0,208724,11
501365,MA,7114598.0,208198,11
498967,MA,7114598.0,205065,8
497005,MA,7114598.0,202574,8
497223,MA,7114598.0,202839,5
497659,MA,7114598.0,203334,7
497877,MA,7114598.0,203423,5
498095,MA,7114598.0,203581,7
498313,MA,7114598.0,203964,5
498531,MA,7114598.0,204300,6
498749,MA,7114598.0,204767,7
499185,MA,7114598.0,205396,5
501147,MA,7114598.0,207649,11
499403,MA,7114598.0,205481,5
499621,MA,7114598.0,205621,4
499839,MA,7114598.0,205920,4
500057,MA,7114598.0,206290,5
500275,MA,7114598.0,206680,7
500493,MA,7114598.0,207145,9
500711,MA,7114598.0,207415,10
500929,MA,7114598.0,207488,9
508123,MA,7114598.0,222481,39
456239,MA,7114598.0,96718,35
447519,MA,7114598.0,35297,21
440985,MA,7114598.0,272,1
441017,MA,7114598.0,344,5
441036,MA,7114598.0,398,3
441060,MA,7114598.0,445,3
441084,MA,7114598.0,478,5
441109,MA,7114598.0,630,2
441135,MA,7114598.0,695,3
441165,MA,7114598.0,797,3
441200,MA,7114598.0,1040,4
441241,MA,7114598.0,1205,4
441283,MA,7114598.0,1320,6
441328,MA,7114598.0,1396,6
447301,MA,7114598.0,34639,23
441422,MA,7114598.0,1757,10
441473,MA,7114598.0,1951,12
441529,MA,7114598.0,2105,12
441587,MA,7114598.0,2223,12
441650,MA,7114598.0,2410,13
440999,MA,7114598.0,293,4
440971,MA,7114598.0,229,7
441790,MA,7114598.0,2804,21
440961,MA,7114598.0,171,2
440903,MA,7114598.0,1,0
440905,MA,7114598.0,2,0
440907,MA,7114598.0,2,0
440909,MA,7114598.0,8,0
440911,MA,7114598.0,8,0
440913,MA,7114598.0,8,0
440915,MA,7114598.0,10,0
440917,MA,7114598.0,13,0
440919,MA,7114598.0,15,0
440921,MA,7114598.0,21,1
440923,MA,7114598.0,30,0
440925,MA,7114598.0,51,0
440929,MA,7114598.0,70,0
440933,MA,7114598.0,80,0
440939,MA,7114598.0,87,0
440946,MA,7114598.0,95,1
440953,MA,7114598.0,132,0
441716,MA,7114598.0,2528,20
441374,MA,7114598.0,1604,6
441872,MA,7114598.0,3190,18
443973,MA,7114598.0,10739,26
445775,MA,7114598.0,21191,32
446647,MA,7114598.0,27979,34
443620,MA,7114598.0,9112,21
443794,MA,7114598.0,9801,26
446429,MA,7114598.0,26145,36
446211,MA,7114598.0,24278,33
441961,MA,7114598.0,3506,20
444160,MA,7114598.0,11592,28
443119,MA,7114598.0,7599,24
444351,MA,7114598.0,12492,25
444548,MA,7114598.0,13238,27
444748,MA,7114598.0,14198,28
444951,MA,7114598.0,15114,30
445155,MA,7114598.0,16058,29
445359,MA,7114598.0,17212,30
445566,MA,7114598.0,18767,29
443283,MA,7114598.0,8144,20
443450,MA,7114598.0,8526,24
442960,MA,7114598.0,6765,25
442664,MA,7114598.0,5389,14
442059,MA,7114598.0,3805,20
442167,MA,7114598.0,4040,13
442281,MA,7114598.0,4227,12
442402,MA,7114598.0,4530,22
442530,MA,7114598.0,5028,20
442805,MA,7114598.0,5909,25
447083,MA,7114598.0,32620,21
446865,MA,7114598.0,30482,24
445993,MA,7114598.0,22786,30
373225,GO,7113540.0,123306,58
373471,GO,7113540.0,126420,71
373717,GO,7113540.0,128241,54
378653,GO,7113540.0,174796,44
372733,GO,7113540.0,116664,8
372979,GO,7113540.0,120223,61
372487,GO,7113540.0,116058,47
372241,GO,7113540.0,114705,63
371995,GO,7113540.0,111985,109
371749,GO,7113540.0,110704,52
373963,GO,7113540.0,130208,57
374209,GO,7113540.0,130541,22
378405,GO,7113540.0,171120,50
378157,GO,7113540.0,168026,72
376675,GO,7113540.0,150865,3
376922,GO,7113540.0,154755,121
376428,GO,7113540.0,147933,15
376181,GO,7113540.0,147717,16
375934,GO,7113540.0,147485,10
375687,GO,7113540.0,146441,55
377169,GO,7113540.0,158548,96
377416,GO,7113540.0,162204,60
375440,GO,7113540.0,143793,62
375193,GO,7113540.0,140192,81
374947,GO,7113540.0,136741,83
377663,GO,7113540.0,162936,32
374701,GO,7113540.0,133796,70
377910,GO,7113540.0,163535,12
374455,GO,7113540.0,130977,23
371503,GO,7113540.0,107910,86
367826,GO,7113540.0,70252,15
371257,GO,7113540.0,104588,48
367338,GO,7113540.0,69820,14
364227,GO,7113540.0,40782,20
364463,GO,7113540.0,41433,39
364700,GO,7113540.0,45254,33
364938,GO,7113540.0,48682,59
365176,GO,7113540.0,51423,58
365414,GO,7113540.0,54154,58
365652,GO,7113540.0,55567,27
365891,GO,7113540.0,56250,15
366130,GO,7113540.0,59043,62
366371,GO,7113540.0,61613,44
366612,GO,7113540.0,64250,53
366853,GO,7113540.0,66899,52
367095,GO,7113540.0,69249,71
367582,GO,7113540.0,70176,10
371011,GO,7113540.0,101919,16
379149,GO,7113540.0,182554,63
368070,GO,7113540.0,75010,101
368314,GO,7113540.0,78403,71
368558,GO,7113540.0,81719,36
368802,GO,7113540.0,84175,50
369046,GO,7113540.0,84963,43
369290,GO,7113540.0,85154,3
369535,GO,7113540.0,88573,52
369781,GO,7113540.0,91849,50
370027,GO,7113540.0,95177,60
370273,GO,7113540.0,98422,56
370519,GO,7113540.0,100897,48
370765,GO,7113540.0,101290,28
378901,GO,7113540.0,178413,86
388077,GO,7113540.0,247143,4
379397,GO,7113540.0,183481,22
379645,GO,7113540.0,184021,16
387829,GO,7113540.0,246521,36
363755,GO,7113540.0,40718,33
388325,GO,7113540.0,247507,11
388573,GO,7113540.0,249341,40
388821,GO,7113540.0,251717,30
389069,GO,7113540.0,253510,6
389317,GO,7113540.0,255088,78
389565,GO,7113540.0,255362,21
389813,GO,7113540.0,255646,2
390061,GO,7113540.0,255959,7
390309,GO,7113540.0,256256,0
390557,GO,7113540.0,257422,28
390805,GO,7113540.0,258331,35
391053,GO,7113540.0,260133,44
391549,GO,7113540.0,261347,0
391797,GO,7113540.0,261452,0
392045,GO,7113540.0,262722,0
392293,GO,7113540.0,264271,0
392541,GO,7113540.0,265131,26
392789,GO,7113540.0,266553,36
393037,GO,7113540.0,267319,93
393285,GO,7113540.0,267540,1
393533,GO,7113540.0,267772,5
393781,GO,7113540.0,268997,25
394029,GO,7113540.0,269805,32
394277,GO,7113540.0,270918,38
394525,GO,7113540.0,272094,71
394773,GO,7113540.0,272956,23
395021,GO,7113540.0,273234,20
387581,GO,7113540.0,244712,36
387333,GO,7113540.0,242134,25
387085,GO,7113540.0,240724,34
383117,GO,7113540.0,216582,35
379893,GO,7113540.0,186596,58
380141,GO,7113540.0,190362,34
380389,GO,7113540.0,193827,57
380637,GO,7113540.0,196862,83
380885,GO,7113540.0,199325,84
381133,GO,7113540.0,199717,31
381381,GO,7113540.0,200144,17
381629,GO,7113540.0,204932,60
381877,GO,7113540.0,207859,69
382125,GO,7113540.0,211240,54
382373,GO,7113540.0,213580,66
382621,GO,7113540.0,215764,61
382869,GO,7113540.0,215938,0
383365,GO,7113540.0,219323,60
386837,GO,7113540.0,239808,58
383613,GO,7113540.0,222589,62
383861,GO,7113540.0,225054,76
384109,GO,7113540.0,226656,53
384357,GO,7113540.0,228426,42
384605,GO,7113540.0,228714,29
384853,GO,7113540.0,228974,10
385101,GO,7113540.0,229149,10
385349,GO,7113540.0,231182,43
385597,GO,7113540.0,233318,37
385845,GO,7113540.0,235228,44
386093,GO,7113540.0,236726,41
386341,GO,7113540.0,236814,0
386589,GO,7113540.0,236814,0
363991,GO,7113540.0,40768,35
356075,GO,7113540.0,7774,5
363519,GO,7113540.0,40544,59
363283,GO,7113540.0,39474,49
350304,GO,7113540.0,233,1
350349,GO,7113540.0,284,0
350396,GO,7113540.0,304,0
350443,GO,7113540.0,318,1
350492,GO,7113540.0,335,0
350541,GO,7113540.0,378,2
350591,GO,7113540.0,393,0
350642,GO,7113540.0,403,1
350693,GO,7113540.0,421,0
350744,GO,7113540.0,438,2
350797,GO,7113540.0,453,2
350852,GO,7113540.0,486,1
350909,GO,7113540.0,506,1
350968,GO,7113540.0,573,0
351029,GO,7113540.0,616,1
351091,GO,7113540.0,661,1
351153,GO,7113540.0,705,0
351216,GO,7113540.0,781,2
351279,GO,7113540.0,808,0
351342,GO,7113540.0,825,1
351405,GO,7113540.0,850,0
351469,GO,7113540.0,861,0
351534,GO,7113540.0,922,8
351599,GO,7113540.0,1024,7
351675,GO,7113540.0,1027,-1
351755,GO,7113540.0,1053,5
351835,GO,7113540.0,1069,-2
351915,GO,7113540.0,1093,0
352002,GO,7113540.0,1100,2
350262,GO,7113540.0,229,4
350222,GO,7113540.0,209,2
350186,GO,7113540.0,191,1
349843,GO,7113540.0,35,0
349763,GO,7113540.0,3,0
349766,GO,7113540.0,3,0
349769,GO,7113540.0,4,0
349772,GO,7113540.0,4,0
349776,GO,7113540.0,9,0
349780,GO,7113540.0,10,0
349786,GO,7113540.0,12,0
349793,GO,7113540.0,15,0
349800,GO,7113540.0,18,0
349807,GO,7113540.0,19,0
349815,GO,7113540.0,21,0
349823,GO,7113540.0,23,0
349832,GO,7113540.0,29,0
349854,GO,7113540.0,38,1
350152,GO,7113540.0,179,0
349866,GO,7113540.0,49,0
349880,GO,7113540.0,56,0
349894,GO,7113540.0,56,0
349909,GO,7113540.0,60,0
349925,GO,7113540.0,65,0
349945,GO,7113540.0,73,0
349965,GO,7113540.0,73,0
349989,GO,7113540.0,88,1
350013,GO,7113540.0,103,0
350037,GO,7113540.0,115,1
350061,GO,7113540.0,119,2
350087,GO,7113540.0,133,0
350119,GO,7113540.0,159,2
352089,GO,7113540.0,1115,3
352182,GO,7113540.0,1225,9
352280,GO,7113540.0,1460,6
359867,GO,7113540.0,24910,24
357155,GO,7113540.0,12776,6
357351,GO,7113540.0,13665,20
357551,GO,7113540.0,14540,14
357753,GO,7113540.0,15450,6
357955,GO,7113540.0,15904,11
358162,GO,7113540.0,17085,18
358371,GO,7113540.0,18014,31
358580,GO,7113540.0,19280,20
358791,GO,7113540.0,20377,9
359004,GO,7113540.0,21441,41
359217,GO,7113540.0,21865,9
359430,GO,7113540.0,22165,2
359647,GO,7113540.0,23379,31
360088,GO,7113540.0,26145,30
356776,GO,7113540.0,10441,22
360309,GO,7113540.0,26318,51
360531,GO,7113540.0,27502,30
360754,GO,7113540.0,28526,19
360977,GO,7113540.0,28526,0
361202,GO,7113540.0,30187,33
361430,GO,7113540.0,32001,72
361660,GO,7113540.0,33367,22
361890,GO,7113540.0,34627,47
362120,GO,7113540.0,35706,40
362350,GO,7113540.0,36273,12
362581,GO,7113540.0,36556,4
362814,GO,7113540.0,37333,29
363048,GO,7113540.0,38299,30
356962,GO,7113540.0,11836,11
356596,GO,7113540.0,7960,5
352378,GO,7113540.0,1605,0
354010,GO,7113540.0,3521,4
352477,GO,7113540.0,1652,2
352576,GO,7113540.0,1692,1
352677,GO,7113540.0,1781,3
352781,GO,7113540.0,1880,0
352887,GO,7113540.0,2049,5
352997,GO,7113540.0,2155,7
353114,GO,7113540.0,2344,10
353234,GO,7113540.0,2435,0
353355,GO,7113540.0,2488,0
353480,GO,7113540.0,2515,1
353608,GO,7113540.0,2706,8
353737,GO,7113540.0,2906,4
353868,GO,7113540.0,3101,7
354152,GO,7113540.0,3609,5
356422,GO,7113540.0,7941,5
354295,GO,7113540.0,3726,0
354441,GO,7113540.0,4017,3
354591,GO,7113540.0,4486,28
354743,GO,7113540.0,4701,4
354903,GO,7113540.0,5102,5
355066,GO,7113540.0,5605,3
355229,GO,7113540.0,5770,5
355392,GO,7113540.0,5857,1
355559,GO,7113540.0,6302,0
355729,GO,7113540.0,6936,11
355902,GO,7113540.0,7380,5
395517,GO,7113540.0,274139,18
356248,GO,7113540.0,7926,12
395269,GO,7113540.0,273308,1
391301,GO,7113540.0,261093,5
395765,GO,7113540.0,275529,18
424285,GO,7113540.0,451016,78
421557,GO,7113540.0,416763,76
421805,GO,7113540.0,419939,0
422053,GO,7113540.0,424259,271
422301,GO,7113540.0,428581,120
422549,GO,7113540.0,431294,105
422797,GO,7113540.0,433095,39
423045,GO,7113540.0,434711,34
423293,GO,7113540.0,439021,141
423541,GO,7113540.0,442724,163
423789,GO,7113540.0,445591,91
424037,GO,7113540.0,448848,180
424533,GO,7113540.0,451591,95
427509,GO,7113540.0,487370,14
424781,GO,7113540.0,452440,35
425029,GO,7113540.0,455997,170
425277,GO,7113540.0,461262,65
425525,GO,7113540.0,466024,54
425773,GO,7113540.0,470572,221
426021,GO,7113540.0,474084,184
396013,GO,7113540.0,276135,19
426269,GO,7113540.0,474729,72
426517,GO,7113540.0,475463,18
426765,GO,7113540.0,478618,204
427013,GO,7113540.0,483376,175
421309,GO,7113540.0,413189,33
421061,GO,7113540.0,412281,22
420813,GO,7113540.0,412205,50
420565,GO,7113540.0,410024,118
414613,GO,7113540.0,362898,17
414861,GO,7113540.0,365244,42
415109,GO,7113540.0,367415,54
415357,GO,7113540.0,369203,80
415605,GO,7113540.0,370773,54
415853,GO,7113540.0,371169,6
416101,GO,7113540.0,371545,5
416349,GO,7113540.0,373530,61
416597,GO,7113540.0,374495,35
416845,GO,7113540.0,376313,71
417093,GO,7113540.0,378080,70
417341,GO,7113540.0,379911,64
417589,GO,7113540.0,380094,11
417837,GO,7113540.0,380286,10
418333,GO,7113540.0,385847,52
418581,GO,7113540.0,388554,48
418829,GO,7113540.0,391196,21
419077,GO,7113540.0,395386,48
419325,GO,7113540.0,395714,17
419573,GO,7113540.0,395916,3
419821,GO,7113540.0,398652,25
420069,GO,7113540.0,402554,133
420317,GO,7113540.0,406579,35
427261,GO,7113540.0,486405,184
427757,GO,7113540.0,488221,90
414117,GO,7113540.0,360776,22
439909,GO,7113540.0,594542,44
434949,GO,7113540.0,553051,39
435197,GO,7113540.0,554020,35
435445,GO,7113540.0,557400,130
440901,GO,7113540.0,598949,20
435693,GO,7113540.0,559175,19
440653,GO,7113540.0,597489,69
435941,GO,7113540.0,562788,172
436189,GO,7113540.0,564524,46
436437,GO,7113540.0,566342,51
440405,GO,7113540.0,595513,32
440157,GO,7113540.0,594973,15
436685,GO,7113540.0,566683,40
428005,GO,7113540.0,488933,13
436933,GO,7113540.0,566999,7
437181,GO,7113540.0,569625,107
437429,GO,7113540.0,571419,58
437677,GO,7113540.0,573672,135
437925,GO,7113540.0,576691,88
438173,GO,7113540.0,579203,102
438421,GO,7113540.0,579404,10
438669,GO,7113540.0,579551,7
439661,GO,7113540.0,591929,126
439413,GO,7113540.0,588934,73
439165,GO,7113540.0,585587,49
434701,GO,7113540.0,552461,84
434453,GO,7113540.0,550918,121
434205,GO,7113540.0,549017,32
433957,GO,7113540.0,546164,137
428253,GO,7113540.0,490347,21
428501,GO,7113540.0,493292,230
428749,GO,7113540.0,497346,161
428997,GO,7113540.0,501233,234
429245,GO,7113540.0,503976,132
429493,GO,7113540.0,506687,93
429741,GO,7113540.0,507234,65
429989,GO,7113540.0,507742,19
430237,GO,7113540.0,511451,256
430485,GO,7113540.0,515153,116
430733,GO,7113540.0,517936,151
430981,GO,7113540.0,520713,154
431229,GO,7113540.0,523006,105
431477,GO,7113540.0,523769,100
431725,GO,7113540.0,524413,11
431973,GO,7113540.0,528546,232
432221,GO,7113540.0,531917,176
432469,GO,7113540.0,532735,81
432717,GO,7113540.0,535017,71
432965,GO,7113540.0,537581,200
433213,GO,7113540.0,537727,29
433461,GO,7113540.0,538836,45
433709,GO,7113540.0,542478,168
414365,GO,7113540.0,360873,1
418085,GO,7113540.0,383150,43
406181,GO,7113540.0,312124,41
408909,GO,7113540.0,328062,25
402709,GO,7113540.0,302698,17
402957,GO,7113540.0,303903,55
403205,GO,7113540.0,304175,4
403453,GO,7113540.0,304272,4
403701,GO,7113540.0,304442,4
403949,GO,7113540.0,304505,1
404197,GO,7113540.0,306395,23
404445,GO,7113540.0,307686,13
404693,GO,7113540.0,308840,16
404941,GO,7113540.0,309110,0
405189,GO,7113540.0,309191,0
405437,GO,7113540.0,309320,0
405685,GO,7113540.0,309454,0
405933,GO,7113540.0,311067,52
406429,GO,7113540.0,313755,3
406677,GO,7113540.0,315563,32
406925,GO,7113540.0,316852,13
407173,GO,7113540.0,317166,18
407421,GO,7113540.0,317477,1
407669,GO,7113540.0,319768,0
407917,GO,7113540.0,321948,42
408165,GO,7113540.0,324064,13
408413,GO,7113540.0,326130,45
402461,GO,7113540.0,301502,5
402213,GO,7113540.0,300284,0
401965,GO,7113540.0,300284,4
398741,GO,7113540.0,286044,5
396261,GO,7113540.0,276943,5
396509,GO,7113540.0,278738,34
396757,GO,7113540.0,278880,9
397005,GO,7113540.0,278960,1
397253,GO,7113540.0,279892,24
397501,GO,7113540.0,281635,13
397749,GO,7113540.0,283442,15
397997,GO,7113540.0,284568,19
398245,GO,7113540.0,285824,18
398493,GO,7113540.0,285971,17
398989,GO,7113540.0,287245,20
401717,GO,7113540.0,300229,8
399237,GO,7113540.0,288822,24
399485,GO,7113540.0,290107,16
399733,GO,7113540.0,292282,11
399981,GO,7113540.0,293418,18
400229,GO,7113540.0,293418,0
400477,GO,7113540.0,293418,0
400725,GO,7113540.0,294282,24
400973,GO,7113540.0,296190,13
401221,GO,7113540.0,298211,45
401469,GO,7113540.0,299447,20
408661,GO,7113540.0,327821,12
438917,GO,7113540.0,582630,133
409157,GO,7113540.0,328197,0
410397,GO,7113540.0,337857,35
413869,GO,7113540.0,360566,32
413621,GO,7113540.0,358350,54
413373,GO,7113540.0,356274,50
413125,GO,7113540.0,354629,50
412877,GO,7113540.0,352399,13
412629,GO,7113540.0,350729,-1
412381,GO,7113540.0,350440,7
412133,GO,7113540.0,350257,53
411885,GO,7113540.0,347895,83
411637,GO,7113540.0,345682,26
411389,GO,7113540.0,342816,23
410893,GO,7113540.0,338155,4
410645,GO,7113540.0,338076,21
411141,GO,7113540.0,340899,9
410149,GO,7113540.0,335649,32
409901,GO,7113540.0,334271,87
409405,GO,7113540.0,330106,5
409653,GO,7113540.0,332391,0
1378989,RJ,6747815.0,38960,117
1373208,RJ,6747815.0,168,0
1398823,RJ,6747815.0,171843,132
1383125,RJ,6747815.0,69456,28
1407941,RJ,6747815.0,240757,132
1383031,RJ,6747815.0,68510,26
1408505,RJ,6747815.0,247178,160
1380681,RJ,6747815.0,56060,27
1373200,RJ,6747815.0,99,0
1373139,RJ,6747815.0,1,0
1383219,RJ,6747815.0,69546,63
1382937,RJ,6747815.0,68334,91
1382843,RJ,6747815.0,67121,63
1382091,RJ,6747815.0,64635,45
1380587,RJ,6747815.0,55286,102
1380493,RJ,6747815.0,55152,103
1373192,RJ,6747815.0,56,0
1379083,RJ,6747815.0,40017,134
1380399,RJ,6747815.0,54169,74
1373216,RJ,6747815.0,212,1
1380775,RJ,6747815.0,56351,24
1405685,RJ,6747815.0,218130,30
1379647,RJ,6747815.0,45978,104
1383595,RJ,6747815.0,70692,96
1408693,RJ,6747815.0,250161,90
1378895,RJ,6747815.0,37903,83
1383501,RJ,6747815.0,70440,71
1381151,RJ,6747815.0,59448,102
1381245,RJ,6747815.0,60033,78
1398541,RJ,6747815.0,167858,2
1408035,RJ,6747815.0,242245,122
1383407,RJ,6747815.0,70370,30
1381997,RJ,6747815.0,64110,8
1383313,RJ,6747815.0,69570,19
1379553,RJ,6747815.0,43874,149
1407659,RJ,6747815.0,237857,12
1373136,RJ,6747815.0,1,0
1381339,RJ,6747815.0,60233,29
1380869,RJ,6747815.0,56936,133
1408599,RJ,6747815.0,248600,119
1408129,RJ,6747815.0,242245,0
1380305,RJ,6747815.0,53307,87
1379177,RJ,6747815.0,40504,27
1382185,RJ,6747815.0,65121,77
1381057,RJ,6747815.0,58615,71
1379271,RJ,6747815.0,41411,116
1373159,RJ,6747815.0,13,0
1373155,RJ,6747815.0,13,0
1407847,RJ,6747815.0,239525,181
1381809,RJ,6747815.0,64027,76
1380117,RJ,6747815.0,50922,43
1380023,RJ,6747815.0,50430,41
1373151,RJ,6747815.0,2,0
1381903,RJ,6747815.0,64102,48
1379929,RJ,6747815.0,50129,159
1405591,RJ,6747815.0,218035,56
1405403,RJ,6747815.0,216413,51
1373148,RJ,6747815.0,2,0
1379835,RJ,6747815.0,48753,124
1373145,RJ,6747815.0,2,0
1382467,RJ,6747815.0,65696,71
1407753,RJ,6747815.0,237974,13
1373142,RJ,6747815.0,2,0
1382373,RJ,6747815.0,65571,50
1382279,RJ,6747815.0,65489,68
1380211,RJ,6747815.0,52325,125
1407565,RJ,6747815.0,237572,114
1373163,RJ,6747815.0,13,0
1408223,RJ,6747815.0,245106,290
1378801,RJ,6747815.0,36893,54
1381433,RJ,6747815.0,60596,26
1373186,RJ,6747815.0,56,0
1373180,RJ,6747815.0,55,0
1408317,RJ,6747815.0,245450,20
1373175,RJ,6747815.0,23,0
1379741,RJ,6747815.0,46255,165
1379459,RJ,6747815.0,42385,47
1382749,RJ,6747815.0,67036,30
1382655,RJ,6747815.0,66909,82
1381527,RJ,6747815.0,61658,131
1382561,RJ,6747815.0,65696,0
1408411,RJ,6747815.0,245735,57
1373171,RJ,6747815.0,23,0
1373167,RJ,6747815.0,22,0
1381621,RJ,6747815.0,62463,46
1405497,RJ,6747815.0,217222,77
1381715,RJ,6747815.0,63396,77
1379365,RJ,6747815.0,41768,50
1380963,RJ,6747815.0,57879,68
1407189,RJ,6747815.0,232126,188
1378707,RJ,6747815.0,36115,61
1406907,RJ,6747815.0,229928,164
1374770,RJ,6747815.0,4091,25
1406437,RJ,6747815.0,223935,25
1374694,RJ,6747815.0,4027,19
1376381,RJ,6747815.0,11026,84
1374619,RJ,6747815.0,3656,20
1376471,RJ,6747815.0,11264,146
1376561,RJ,6747815.0,11715,122
1374546,RJ,6747815.0,3587,26
1376652,RJ,6747815.0,12295,120
1374474,RJ,6747815.0,3243,12
1374403,RJ,6747815.0,3126,8
1374332,RJ,6747815.0,3059,18
1376743,RJ,6747815.0,12921,90
1407001,RJ,6747815.0,230450,32
1376835,RJ,6747815.0,13443,119
1406343,RJ,6747815.0,223716,17
1374261,RJ,6747815.0,2946,24
1374191,RJ,6747815.0,2659,28
1376928,RJ,6747815.0,14531,175
1374121,RJ,6747815.0,2519,27
1377021,RJ,6747815.0,17066,114
1374847,RJ,6747815.0,4481,20
1376292,RJ,6747815.0,10816,107
1373227,RJ,6747815.0,276,2
1376203,RJ,6747815.0,10619,46
1375422,RJ,6747815.0,6448,29
1375337,RJ,6747815.0,6189,39
1375507,RJ,6747815.0,6750,28
1375592,RJ,6747815.0,7283,39
1375678,RJ,6747815.0,7832,43
1383689,RJ,6747815.0,70989,50
1406625,RJ,6747815.0,226669,121
1375253,RJ,6747815.0,5903,39
1398729,RJ,6747815.0,170636,103
1406719,RJ,6747815.0,227790,246
1375764,RJ,6747815.0,8577,51
1375850,RJ,6747815.0,9051,155
1375170,RJ,6747815.0,5689,40
1375088,RJ,6747815.0,5554,51
1375938,RJ,6747815.0,9672,83
1406813,RJ,6747815.0,229050,104
1375006,RJ,6747815.0,5261,23
1376026,RJ,6747815.0,10479,90
1376114,RJ,6747815.0,10520,34
1374925,RJ,6747815.0,4498,15
1406531,RJ,6747815.0,225127,186
1406249,RJ,6747815.0,222709,58
1374052,RJ,6747815.0,2393,25
1377114,RJ,6747815.0,18743,127
1377207,RJ,6747815.0,20161,144
1377955,RJ,6747815.0,28481,95
1378049,RJ,6747815.0,29157,53
1378143,RJ,6747815.0,30014,93
1373421,RJ,6747815.0,798,11
1373389,RJ,6747815.0,697,2
1373360,RJ,6747815.0,586,5
1405873,RJ,6747815.0,219809,69
1378237,RJ,6747815.0,31204,157
1378331,RJ,6747815.0,32951,227
1407377,RJ,6747815.0,235005,144
1373333,RJ,6747815.0,553,0
1373309,RJ,6747815.0,516,4
1378425,RJ,6747815.0,33695,176
1373289,RJ,6747815.0,489,3
1373271,RJ,6747815.0,431,0
1378519,RJ,6747815.0,35043,78
1378613,RJ,6747815.0,35703,92
1407471,RJ,6747815.0,236339,177
1405779,RJ,6747815.0,218658,44
1373255,RJ,6747815.0,368,1
1373240,RJ,6747815.0,331,2
1373458,RJ,6747815.0,867,5
1405967,RJ,6747815.0,220547,2
1407283,RJ,6747815.0,233424,115
1373800,RJ,6747815.0,1808,10
1407095,RJ,6747815.0,230662,2
1373987,RJ,6747815.0,2322,9
1373923,RJ,6747815.0,1996,8
1377300,RJ,6747815.0,21043,182
1398635,RJ,6747815.0,169372,162
1377393,RJ,6747815.0,21775,53
1373861,RJ,6747815.0,1905,6
1406155,RJ,6747815.0,222256,108
1377486,RJ,6747815.0,22466,76
1373740,RJ,6747815.0,1633,9
1377861,RJ,6747815.0,27311,137
1373685,RJ,6747815.0,1449,14
1377579,RJ,6747815.0,23290,147
1406061,RJ,6747815.0,221340,65
1373633,RJ,6747815.0,1251,12
1377673,RJ,6747815.0,24750,157
1373583,RJ,6747815.0,1110,5
1373539,RJ,6747815.0,1068,4
1373498,RJ,6747815.0,982,2
1377767,RJ,6747815.0,25974,158
1398447,RJ,6747815.0,165189,7
1391209,RJ,6747815.0,113699,23
1383783,RJ,6747815.0,71322,40
1410949,RJ,6747815.0,303490,11
1392995,RJ,6747815.0,121698,0
1393089,RJ,6747815.0,122157,44
1410667,RJ,6747815.0,295679,139
1393183,RJ,6747815.0,122295,0
1393277,RJ,6747815.0,122527,0
1410761,RJ,6747815.0,299976,106
1398165,RJ,6747815.0,165079,117
1393371,RJ,6747815.0,123281,0
1410855,RJ,6747815.0,302795,84
1393465,RJ,6747815.0,123874,10
1392807,RJ,6747815.0,120432,71
1393559,RJ,6747815.0,124912,97
1398071,RJ,6747815.0,164782,110
1397977,RJ,6747815.0,162772,85
1393653,RJ,6747815.0,125463,0
1393747,RJ,6747815.0,126423,87
1397883,RJ,6747815.0,161191,16
1397789,RJ,6747815.0,161003,6
1393841,RJ,6747815.0,126691,4
1393935,RJ,6747815.0,126824,2
1392901,RJ,6747815.0,120802,49
1410573,RJ,6747815.0,292496,96
1391021,RJ,6747815.0,113512,45
1391867,RJ,6747815.0,116199,0
1410291,RJ,6747815.0,286683,9
1391303,RJ,6747815.0,114097,4
1391397,RJ,6747815.0,114274,35
1410385,RJ,6747815.0,286890,7
1391491,RJ,6747815.0,114761,62
1391585,RJ,6747815.0,115213,43
1411795,RJ,6747815.0,315629,0
1391679,RJ,6747815.0,115635,57
1391773,RJ,6747815.0,116199,36
1391961,RJ,6747815.0,116591,29
1392713,RJ,6747815.0,119826,8
1392055,RJ,6747815.0,117379,53
1392149,RJ,6747815.0,117956,57
1410479,RJ,6747815.0,289794,132
1392243,RJ,6747815.0,118433,55
1392337,RJ,6747815.0,118835,55
1392431,RJ,6747815.0,119201,6
1411701,RJ,6747815.0,315629,9
1392525,RJ,6747815.0,119501,4
1392619,RJ,6747815.0,119593,11
1397695,RJ,6747815.0,160542,3
1397601,RJ,6747815.0,160369,42
1411607,RJ,6747815.0,315355,4
1395251,RJ,6747815.0,137860,28
1411419,RJ,6747815.0,312771,103
1396473,RJ,6747815.0,151341,4
1396379,RJ,6747815.0,151210,36
1394969,RJ,6747815.0,135093,34
1395063,RJ,6747815.0,137193,35
1395157,RJ,6747815.0,137643,6
1396285,RJ,6747815.0,150072,38
1396191,RJ,6747815.0,148684,72
1396097,RJ,6747815.0,147217,96
1395345,RJ,6747815.0,139497,63
1394029,RJ,6747815.0,127921,141
