,state,estimated_population,last_available_confirmed,new_deaths
1837165,SP,46289333.0,24041,224
2069281,SP,46289333.0,2956210,689
1887522,SP,46289333.0,500301,383
1888165,SP,46289333.0,514197,330
2004581,SP,46289333.0,1702294,54
1888808,SP,46289333.0,529006,321
1889451,SP,46289333.0,542304,287
1890095,SP,46289333.0,552318,239
1890739,SP,46289333.0,558685,81
2065399,SP,46289333.0,2888158,876
1891383,SP,46289333.0,560218,48
2005228,SP,46289333.0,1715253,282
1892027,SP,46289333.0,575589,337
1892671,SP,46289333.0,585265,407
1967055,SP,46289333.0,1238094,146
1893315,SP,46289333.0,598670,339
1893960,SP,46289333.0,608379,287
1894605,SP,46289333.0,621731,281
2064752,SP,46289333.0,2873238,814
1886879,SP,46289333.0,487654,70
2066046,SP,46289333.0,2903709,659
1967702,SP,46289333.0,1240473,28
1968349,SP,46289333.0,1241653,19
2068634,SP,46289333.0,2941980,849
1880466,SP,46289333.0,407415,339
2003287,SP,46289333.0,1694355,231
1881106,SP,46289333.0,412027,270
2067987,SP,46289333.0,2926516,114
1881747,SP,46289333.0,415049,85
2067340,SP,46289333.0,2923367,117
1882388,SP,46289333.0,416434,56
1886236,SP,46289333.0,483982,89
2066693,SP,46289333.0,2918044,750
1883029,SP,46289333.0,422669,383
1883670,SP,46289333.0,439446,361
2003934,SP,46289333.0,1699427,79
1884311,SP,46289333.0,452007,362
1884952,SP,46289333.0,463218,312
1885594,SP,46289333.0,479481,311
1895250,SP,46289333.0,627126,98
2005875,SP,46289333.0,1731294,332
1895895,SP,46289333.0,628415,37
1910119,SP,46289333.0,814375,361
1906884,SP,46289333.0,784453,221
1907531,SP,46289333.0,796209,279
2062811,SP,46289333.0,2834321,145
2007816,SP,46289333.0,1773024,232
1908178,SP,46289333.0,801422,250
1908825,SP,46289333.0,803404,34
1909472,SP,46289333.0,804342,36
1965114,SP,46289333.0,1224744,146
1905590,SP,46289333.0,765670,407
1910766,SP,46289333.0,826331,298
1911413,SP,46289333.0,837978,232
2062164,SP,46289333.0,2827833,875
2008463,SP,46289333.0,1777368,80
1912060,SP,46289333.0,845016,186
1912707,SP,46289333.0,853085,222
1913354,SP,46289333.0,855722,40
1906237,SP,46289333.0,776135,282
1904943,SP,46289333.0,756480,38
1897185,SP,46289333.0,655181,298
1900415,SP,46289333.0,702665,47
1897831,SP,46289333.0,674455,455
1966408,SP,46289333.0,1233587,129
1898477,SP,46289333.0,686122,289
1899123,SP,46289333.0,697530,167
2064105,SP,46289333.0,2856225,1044
1899769,SP,46289333.0,699493,72
2006522,SP,46289333.0,1746070,311
1901061,SP,46289333.0,711530,416
1965761,SP,46289333.0,1229267,172
1901708,SP,46289333.0,721377,276
1902355,SP,46289333.0,730828,314
1903002,SP,46289333.0,735960,250
2063458,SP,46289333.0,2838233,105
2007169,SP,46289333.0,1759957,241
1903649,SP,46289333.0,749244,237
1904296,SP,46289333.0,754129,75
1879826,SP,46289333.0,402048,398
1879186,SP,46289333.0,393176,316
1996817,SP,46289333.0,1577119,323
2002640,SP,46289333.0,1679759,254
1861651,SP,46289333.0,191517,389
1862248,SP,46289333.0,192628,325
2081574,SP,46289333.0,3192727,63
1862855,SP,46289333.0,211658,386
2080927,SP,46289333.0,3188105,117
1998758,SP,46289333.0,1619619,285
1863465,SP,46289333.0,215793,262
1864076,SP,46289333.0,219185,94
2080280,SP,46289333.0,3180595,480
1864688,SP,46289333.0,221973,46
2079633,SP,46289333.0,3163859,580
1999405,SP,46289333.0,1625339,60
1865304,SP,46289333.0,229475,434
2078986,SP,46289333.0,3147348,585
1865925,SP,46289333.0,238822,284
1970937,SP,46289333.0,1276149,151
1866547,SP,46289333.0,248587,407
1971584,SP,46289333.0,1285087,181
2082221,SP,46289333.0,3210204,898
1861055,SP,46289333.0,190285,365
1972231,SP,46289333.0,1287762,46
1852982,SP,46289333.0,118295,327
1853533,SP,46289333.0,123483,282
1854089,SP,46289333.0,129200,285
1854651,SP,46289333.0,134565,281
1855219,SP,46289333.0,140549,216
1997464,SP,46289333.0,1590829,304
1855790,SP,46289333.0,143073,87
1856362,SP,46289333.0,144593,43
1860460,SP,46289333.0,181460,73
1856937,SP,46289333.0,150138,334
1857515,SP,46289333.0,156316,340
1858101,SP,46289333.0,162520,283
1858688,SP,46289333.0,167900,223
1859278,SP,46289333.0,172875,213
1859869,SP,46289333.0,178202,113
1998111,SP,46289333.0,1605845,311
2078339,SP,46289333.0,3129412,747
1867170,SP,46289333.0,258508,207
2077692,SP,46289333.0,3112624,810
1875996,SP,46289333.0,359110,324
1969643,SP,46289333.0,1259704,166
1874092,SP,46289333.0,332708,341
1874726,SP,46289333.0,341365,313
2072516,SP,46289333.0,3006250,55
1875360,SP,46289333.0,349715,330
2071869,SP,46289333.0,3003067,150
2001993,SP,46289333.0,1670754,286
2071222,SP,46289333.0,2997282,660
1873458,SP,46289333.0,323070,56
1876632,SP,46289333.0,366890,260
1877269,SP,46289333.0,371997,146
2070575,SP,46289333.0,2984182,583
1968996,SP,46289333.0,1250590,195
1877906,SP,46289333.0,374607,59
2069928,SP,46289333.0,2969680,696
1878546,SP,46289333.0,386607,417
2073163,SP,46289333.0,3022568,806
2001346,SP,46289333.0,1658636,334
1867794,SP,46289333.0,265581,297
1870299,SP,46289333.0,289935,267
2000052,SP,46289333.0,1628272,42
1868419,SP,46289333.0,271737,75
2077045,SP,46289333.0,3096845,76
1869044,SP,46289333.0,275145,60
2076398,SP,46289333.0,3092844,224
1970290,SP,46289333.0,1267912,181
1869671,SP,46289333.0,281380,365
2075751,SP,46289333.0,3085290,502
2073810,SP,46289333.0,3038240,696
1870928,SP,46289333.0,302179,321
2075104,SP,46289333.0,3069804,559
2000699,SP,46289333.0,1644225,331
1871560,SP,46289333.0,310517,343
2074457,SP,46289333.0,3053889,578
1872192,SP,46289333.0,312530,302
1872825,SP,46289333.0,320179,82
1914001,SP,46289333.0,857330,24
1914648,SP,46289333.0,858783,53
2009110,SP,46289333.0,1779722,56
1915295,SP,46289333.0,866576,391
1946351,SP,46289333.0,1098207,132
2045989,SP,46289333.0,2446680,1209
2020756,SP,46289333.0,1960564,259
2045342,SP,46289333.0,2425320,292
1946998,SP,46289333.0,1103582,122
2044695,SP,46289333.0,2420100,244
2021403,SP,46289333.0,1971423,244
2044048,SP,46289333.0,2410498,1051
1947645,SP,46289333.0,1108860,112
2043401,SP,46289333.0,2392374,1193
1948292,SP,46289333.0,1113788,136
2022050,SP,46289333.0,1975927,56
2042754,SP,46289333.0,2370885,599
2042107,SP,46289333.0,2352438,281
1948939,SP,46289333.0,1116127,56
2041460,SP,46289333.0,2332043,1021
2022697,SP,46289333.0,1978477,43
2046636,SP,46289333.0,2469849,1160
1945704,SP,46289333.0,1092843,6
1957350,SP,46289333.0,1162782,0
2049224,SP,46289333.0,2527400,270
2050518,SP,46289333.0,2554841,1389
1959291,SP,46289333.0,1169377,12
1943763,SP,46289333.0,1083641,126
2017521,SP,46289333.0,1913598,75
2049871,SP,46289333.0,2532047,145
2018168,SP,46289333.0,1915914,38
1958644,SP,46289333.0,1168640,15
1944410,SP,46289333.0,1089255,118
2020109,SP,46289333.0,1949459,280
2048577,SP,46289333.0,2520204,198
2018815,SP,46289333.0,1927410,398
1957997,SP,46289333.0,1167422,347
1945057,SP,46289333.0,1091980,21
2047930,SP,46289333.0,2513178,818
2019462,SP,46289333.0,1938712,258
2047283,SP,46289333.0,2496416,1082
2040813,SP,46289333.0,2311101,44
1956703,SP,46289333.0,1156652,295
1949586,SP,46289333.0,1117147,20
2026579,SP,46289333.0,2041628,65
2033049,SP,46289333.0,2149561,469
1953468,SP,46289333.0,1125936,0
1956056,SP,46289333.0,1150872,190
2032402,SP,46289333.0,2134020,517
2031755,SP,46289333.0,2117962,121
1954115,SP,46289333.0,1125936,0
2031108,SP,46289333.0,2113738,46
2030461,SP,46289333.0,2107687,353
2033696,SP,46289333.0,2164066,440
2029814,SP,46289333.0,2093924,370
1954762,SP,46289333.0,1125936,0
2029167,SP,46289333.0,2080852,313
2027226,SP,46289333.0,2044699,53
2028520,SP,46289333.0,2068616,367
1955409,SP,46289333.0,1147451,0
2027873,SP,46289333.0,2054867,468
2025932,SP,46289333.0,2037267,299
2034343,SP,46289333.0,2179786,521
2040166,SP,46289333.0,2306326,144
2037578,SP,46289333.0,2243868,617
2023344,SP,46289333.0,1990554,357
1950233,SP,46289333.0,1117795,15
2039519,SP,46289333.0,2298061,616
2038872,SP,46289333.0,2280033,620
1950880,SP,46289333.0,1118544,18
2023991,SP,46289333.0,2002640,329
2038225,SP,46289333.0,2261360,659
1951527,SP,46289333.0,1123299,185
1952821,SP,46289333.0,1125936,0
2024638,SP,46289333.0,2014529,345
2036931,SP,46289333.0,2225926,679
2036284,SP,46289333.0,2208242,100
1952174,SP,46289333.0,1125936,168
2035637,SP,46289333.0,2202983,158
2025285,SP,46289333.0,2026125,256
2034990,SP,46289333.0,2195130,434
2016874,SP,46289333.0,1911411,220
2051165,SP,46289333.0,2576362,889
1943116,SP,46289333.0,1076939,111
1926941,SP,46289333.0,972237,45
1924353,SP,46289333.0,951973,226
2011051,SP,46289333.0,1820941,293
1925000,SP,46289333.0,958240,185
1925647,SP,46289333.0,964921,200
2059576,SP,46289333.0,2769360,1122
1963173,SP,46289333.0,1209588,11
1926294,SP,46289333.0,970888,186
2058929,SP,46289333.0,2750300,178
2060223,SP,46289333.0,2786483,977
1927588,SP,46289333.0,973142,17
2011698,SP,46289333.0,1833163,327
1928235,SP,46289333.0,979519,266
1928882,SP,46289333.0,985628,231
2058282,SP,46289333.0,2746217,253
1929529,SP,46289333.0,991725,182
1962526,SP,46289333.0,1205435,77
1923706,SP,46289333.0,945422,282
1923059,SP,46289333.0,937332,32
2057635,SP,46289333.0,2739823,771
2009757,SP,46289333.0,1794019,365
2061517,SP,46289333.0,2811562,863
1964467,SP,46289333.0,1215844,179
1915942,SP,46289333.0,874754,283
1916589,SP,46289333.0,882809,234
1917236,SP,46289333.0,890690,229
1917883,SP,46289333.0,892257,39
1918530,SP,46289333.0,893349,36
1919177,SP,46289333.0,901271,321
1922412,SP,46289333.0,935300,25
2060870,SP,46289333.0,2793750,183
1919824,SP,46289333.0,909428,290
1920471,SP,46289333.0,916821,219
1963820,SP,46289333.0,1210625,9
1921118,SP,46289333.0,924532,206
2010404,SP,46289333.0,1807009,249
1921765,SP,46289333.0,931673,249
1930176,SP,46289333.0,997333,152
2012345,SP,46289333.0,1845086,221
1959938,SP,46289333.0,1178075,173
2014933,SP,46289333.0,1878802,332
1938587,SP,46289333.0,1051613,149
1961232,SP,46289333.0,1191290,147
1939234,SP,46289333.0,1057240,180
1939881,SP,46289333.0,1062634,122
2053753,SP,46289333.0,2643534,510
1940528,SP,46289333.0,1063602,28
1941175,SP,46289333.0,1064039,15
1941822,SP,46289333.0,1068962,211
2054400,SP,46289333.0,2648844,181
2053106,SP,46289333.0,2635378,657
1960585,SP,46289333.0,1184496,178
2052459,SP,46289333.0,2618067,1008
1942469,SP,46289333.0,1073261,125
2015580,SP,46289333.0,1889969,323
2051812,SP,46289333.0,2597366,1299
2016227,SP,46289333.0,1901574,229
2014286,SP,46289333.0,1864977,424
1937940,SP,46289333.0,1045060,227
1930823,SP,46289333.0,1003429,180
1934058,SP,46289333.0,1022404,215
1931470,SP,46289333.0,1003902,42
2056988,SP,46289333.0,2722077,791
1932117,SP,46289333.0,1004579,42
1932764,SP,46289333.0,1010839,270
2012992,SP,46289333.0,1849334,69
1933411,SP,46289333.0,1016755,179
2056341,SP,46289333.0,2704098,1060
1961879,SP,46289333.0,1200348,105
1937293,SP,46289333.0,1039029,35
1934705,SP,46289333.0,1028190,184
2055694,SP,46289333.0,2686031,1095
1935352,SP,46289333.0,1034816,155
1935999,SP,46289333.0,1037660,33
2013639,SP,46289333.0,1851776,49
1936646,SP,46289333.0,1038344,23
2055047,SP,46289333.0,2667241,1282
1852435,SP,46289333.0,111296,52
1896540,SP,46289333.0,639562,420
1834270,SP,46289333.0,12841,75
1992935,SP,46289333.0,1515158,257
1838481,SP,46289333.0,31174,75
1838143,SP,46289333.0,30374,136
1837808,SP,46289333.0,28698,128
1837482,SP,46289333.0,26158,198
1836857,SP,46289333.0,21696,125
1974819,SP,46289333.0,1316371,200
1836564,SP,46289333.0,20715,33
1993582,SP,46289333.0,1528952,261
1836276,SP,46289333.0,20004,155
1835989,SP,46289333.0,17826,167
1835716,SP,46289333.0,16740,211
1835456,SP,46289333.0,15914,41
1835211,SP,46289333.0,15385,56
1834968,SP,46289333.0,14580,22
1834731,SP,46289333.0,14267,24
1838819,SP,46289333.0,31772,41
1834499,SP,46289333.0,13894,63
1975466,SP,46289333.0,1325162,141
1834052,SP,46289333.0,11568,75
1992288,SP,46289333.0,1501085,289
1833842,SP,46289333.0,11043,83
1833641,SP,46289333.0,9371,87
1991641,SP,46289333.0,1486551,334
1833458,SP,46289333.0,8895,20
1833287,SP,46289333.0,8755,28
1833121,SP,46289333.0,8419,20
1990994,SP,46289333.0,1473670,43
1832956,SP,46289333.0,8216,44
1832798,SP,46289333.0,7480,68
1976113,SP,46289333.0,1333763,169
1994229,SP,46289333.0,1540513,269
1839159,SP,46289333.0,32187,27
1990347,SP,46289333.0,1471422,37
1845126,SP,46289333.0,63066,41
1848169,SP,46289333.0,82161,118
1848691,SP,46289333.0,83625,57
1850813,SP,46289333.0,101556,295
1996170,SP,46289333.0,1561844,283
1850275,SP,46289333.0,95865,268
1972878,SP,46289333.0,1288878,25
1849215,SP,46289333.0,86017,203
1847649,SP,46289333.0,80558,272
1847131,SP,46289333.0,76871,215
1851353,SP,46289333.0,107142,257
1846618,SP,46289333.0,73739,195
1849743,SP,46289333.0,89483,289
1846113,SP,46289333.0,69859,216
1845615,SP,46289333.0,65995,324
1973525,SP,46289333.0,1296801,242
1839508,SP,46289333.0,34053,197
1844649,SP,46289333.0,62345,94
1995523,SP,46289333.0,1549142,28
1844176,SP,46289333.0,61183,187
1843706,SP,46289333.0,58378,186
1842794,SP,46289333.0,51097,169
1842353,SP,46289333.0,47719,206
1841925,SP,46289333.0,46131,34
1994876,SP,46289333.0,1546132,53
1841506,SP,46289333.0,45444,101
1841089,SP,46289333.0,44411,192
1840674,SP,46289333.0,41830,210
1840270,SP,46289333.0,39928,161
1974172,SP,46289333.0,1306585,179
1839883,SP,46289333.0,37853,194
1832649,SP,46289333.0,6708,57
1843244,SP,46289333.0,54286,197
1832509,SP,46289333.0,5682,67
1831302,SP,46289333.0,10,0
1831335,SP,46289333.0,65,0
1831330,SP,46289333.0,65,0
1978701,SP,46289333.0,1341428,0
1831325,SP,46289333.0,46,0
1984524,SP,46289333.0,1422087,37
1831321,SP,46289333.0,46,0
1831286,SP,46289333.0,1,0
1983877,SP,46289333.0,1418491,182
1831314,SP,46289333.0,19,0
1831311,SP,46289333.0,16,0
1831308,SP,46289333.0,16,0
1979348,SP,46289333.0,1361731,399
1831305,SP,46289333.0,13,0
1983230,SP,46289333.0,1409140,181
1831300,SP,46289333.0,6,0
1985171,SP,46289333.0,1423340,13
1982583,SP,46289333.0,1398757,259
1831298,SP,46289333.0,3,0
1831296,SP,46289333.0,2,0
1831288,SP,46289333.0,2,0
1831294,SP,46289333.0,2,0
1831290,SP,46289333.0,2,0
1981936,SP,46289333.0,1388043,107
1979995,SP,46289333.0,1371653,197
1831282,SP,46289333.0,1,0
1831292,SP,46289333.0,2,0
1980642,SP,46289333.0,1384100,151
1832384,SP,46289333.0,4866,29
1831284,SP,46289333.0,1,0
1981289,SP,46289333.0,1384100,0
1831344,SP,46289333.0,152,0
1831317,SP,46289333.0,30,0
1831354,SP,46289333.0,164,1
1987759,SP,46289333.0,1452078,282
1831820,SP,46289333.0,2339,23
1831980,SP,46289333.0,3506,24
1988406,SP,46289333.0,1462297,240
1976760,SP,46289333.0,1334703,47
1831749,SP,46289333.0,1517,15
1831698,SP,46289333.0,1451,14
1832071,SP,46289333.0,4048,31
1831371,SP,46289333.0,240,2
1832171,SP,46289333.0,4466,41
1832273,SP,46289333.0,4620,15
1831658,SP,46289333.0,1406,16
1831895,SP,46289333.0,2981,28
1831618,SP,46289333.0,1223,10
1977407,SP,46289333.0,1337016,32
1831578,SP,46289333.0,1052,10
1831484,SP,46289333.0,745,8
1985818,SP,46289333.0,1426176,55
1831392,SP,46289333.0,286,2
1831415,SP,46289333.0,396,4
1986465,SP,46289333.0,1427752,39
1831438,SP,46289333.0,396,6
1978054,SP,46289333.0,1341428,232
1831540,SP,46289333.0,862,8
1831461,SP,46289333.0,631,7
1831507,SP,46289333.0,810,10
1987112,SP,46289333.0,1440229,293
1989700,SP,46289333.0,1467953,33
1851894,SP,46289333.0,109698,83
1989053,SP,46289333.0,1466191,58
541212,MG,21292666.0,13034,17
541714,MG,21292666.0,13995,21
540726,MG,21292666.0,12010,17
540248,MG,21292666.0,10939,11
542230,MG,21292666.0,14939,24
545518,MG,21292666.0,20106,15
542756,MG,21292666.0,15703,8
805608,MG,21292666.0,1266271,433
543285,MG,21292666.0,15883,4
543821,MG,21292666.0,16102,19
544376,MG,21292666.0,17501,10
544944,MG,21292666.0,18448,22
546096,MG,21292666.0,20614,8
546679,MG,21292666.0,21381,21
803898,MG,21292666.0,1247258,484
547266,MG,21292666.0,21728,6
804753,MG,21292666.0,1257064,469
547855,MG,21292666.0,22024,21
806463,MG,21292666.0,1275234,402
533071,MG,21292666.0,4196,7
539778,MG,21292666.0,10670,7
539312,MG,21292666.0,10464,8
532455,MG,21292666.0,3733,8
532755,MG,21292666.0,3950,4
548453,MG,21292666.0,23347,35
533400,MG,21292666.0,4474,4
533733,MG,21292666.0,4611,6
809028,MG,21292666.0,1286271,129
808173,MG,21292666.0,1281421,88
534071,MG,21292666.0,4695,5
534416,MG,21292666.0,4977,6
534774,MG,21292666.0,5286,10
535136,MG,21292666.0,5596,14
535511,MG,21292666.0,5995,10
535897,MG,21292666.0,6338,16
536291,MG,21292666.0,6668,9
536688,MG,21292666.0,6962,4
807318,MG,21292666.0,1279549,369
537098,MG,21292666.0,7516,4
537519,MG,21292666.0,8011,6
537952,MG,21292666.0,8686,15
538395,MG,21292666.0,9232,2
538849,MG,21292666.0,9630,6
803043,MG,21292666.0,1235972,62
567918,MG,21292666.0,75851,26
549065,MG,21292666.0,24906,33
575613,MG,21292666.0,95566,67
799623,MG,21292666.0,1208529,455
569628,MG,21292666.0,78643,73
570483,MG,21292666.0,82010,64
571338,MG,21292666.0,84470,82
798768,MG,21292666.0,1192050,492
797913,MG,21292666.0,1182847,508
572193,MG,21292666.0,87271,70
573048,MG,21292666.0,90875,60
573903,MG,21292666.0,92972,18
574758,MG,21292666.0,94132,22
797058,MG,21292666.0,1169489,82
567063,MG,21292666.0,73813,46
576468,MG,21292666.0,98741,95
577323,MG,21292666.0,102568,72
578178,MG,21292666.0,106812,77
579033,MG,21292666.0,110093,89
579888,MG,21292666.0,112571,25
580743,MG,21292666.0,113718,32
796203,MG,21292666.0,1159039,59
795348,MG,21292666.0,1156435,120
531897,MG,21292666.0,3320,2
581598,MG,21292666.0,116645,90
568773,MG,21292666.0,76822,39
566208,MG,21292666.0,70086,59
549679,MG,21292666.0,26052,30
555948,MG,21292666.0,42741,17
550310,MG,21292666.0,27305,36
550948,MG,21292666.0,27641,25
551592,MG,21292666.0,28918,27
802188,MG,21292666.0,1228659,86
552241,MG,21292666.0,29897,32
552895,MG,21292666.0,31343,51
553555,MG,21292666.0,32769,35
554238,MG,21292666.0,38891,27
555093,MG,21292666.0,40966,49
801333,MG,21292666.0,1225818,386
556803,MG,21292666.0,43864,41
565353,MG,21292666.0,66864,90
557658,MG,21292666.0,45001,25
558513,MG,21292666.0,47584,42
559368,MG,21292666.0,50707,52
560223,MG,21292666.0,53351,51
561078,MG,21292666.0,55958,73
561933,MG,21292666.0,58283,18
562788,MG,21292666.0,59626,29
800478,MG,21292666.0,1220638,368
563643,MG,21292666.0,60897,52
564498,MG,21292666.0,64035,73
532167,MG,21292666.0,3435,6
525882,MG,21292666.0,83,0
531636,MG,21292666.0,3237,1
525831,MG,21292666.0,19,0
525785,MG,21292666.0,1,0
525787,MG,21292666.0,1,0
525789,MG,21292666.0,1,0
525792,MG,21292666.0,2,0
525795,MG,21292666.0,2,0
525800,MG,21292666.0,4,0
819288,MG,21292666.0,1370202,253
525805,MG,21292666.0,4,0
525811,MG,21292666.0,6,0
525821,MG,21292666.0,14,0
525841,MG,21292666.0,29,0
817578,MG,21292666.0,1359137,298
525854,MG,21292666.0,38,0
525868,MG,21292666.0,55,0
583308,MG,21292666.0,123415,84
525902,MG,21292666.0,128,0
525922,MG,21292666.0,130,0
525942,MG,21292666.0,133,0
525965,MG,21292666.0,153,0
525992,MG,21292666.0,189,0
526019,MG,21292666.0,205,0
818433,MG,21292666.0,1366602,337
525783,MG,21292666.0,1,0
820143,MG,21292666.0,1371818,24
820998,MG,21292666.0,1378545,83
821853,MG,21292666.0,1387809,441
765423,MG,21292666.0,878705,134
838953,MG,21292666.0,1525072,48
838098,MG,21292666.0,1518725,42
837243,MG,21292666.0,1516282,208
836388,MG,21292666.0,1511756,329
835533,MG,21292666.0,1501670,327
834678,MG,21292666.0,1492530,295
833823,MG,21292666.0,1483200,310
832968,MG,21292666.0,1472801,60
832113,MG,21292666.0,1465668,49
831258,MG,21292666.0,1463543,225
830403,MG,21292666.0,1459402,278
829548,MG,21292666.0,1451836,252
828693,MG,21292666.0,1442432,258
827838,MG,21292666.0,1433481,373
826983,MG,21292666.0,1423717,60
826128,MG,21292666.0,1416845,51
825273,MG,21292666.0,1415614,261
824418,MG,21292666.0,1411114,326
823563,MG,21292666.0,1404219,259
822708,MG,21292666.0,1396534,328
526050,MG,21292666.0,231,0
816723,MG,21292666.0,1351739,416
531380,MG,21292666.0,3123,7
529483,MG,21292666.0,1827,2
528017,MG,21292666.0,1230,3
528162,MG,21292666.0,1283,3
528310,MG,21292666.0,1308,4
528465,MG,21292666.0,1419,3
528624,MG,21292666.0,1481,4
528789,MG,21292666.0,1548,3
812448,MG,21292666.0,1319297,493
528956,MG,21292666.0,1586,1
529125,MG,21292666.0,1649,9
529302,MG,21292666.0,1758,9
529669,MG,21292666.0,1935,6
526083,MG,21292666.0,261,1
529858,MG,21292666.0,2023,0
530053,MG,21292666.0,2118,1
811593,MG,21292666.0,1307937,108
530249,MG,21292666.0,2347,1
530454,MG,21292666.0,2452,4
530665,MG,21292666.0,2605,3
530891,MG,21292666.0,2770,9
810738,MG,21292666.0,1302628,392
809883,MG,21292666.0,1298176,468
531130,MG,21292666.0,2943,5
527877,MG,21292666.0,1189,2
527739,MG,21292666.0,1154,0
813303,MG,21292666.0,1323153,331
527604,MG,21292666.0,1077,4
526117,MG,21292666.0,275,1
526155,MG,21292666.0,314,1
526199,MG,21292666.0,370,1
526245,MG,21292666.0,397,2
526295,MG,21292666.0,430,0
526349,MG,21292666.0,498,0
815868,MG,21292666.0,1342892,488
526415,MG,21292666.0,525,3
526484,MG,21292666.0,559,2
815013,MG,21292666.0,1330018,83
526558,MG,21292666.0,614,3
526638,MG,21292666.0,655,1
526722,MG,21292666.0,698,2
526816,MG,21292666.0,750,0
526918,MG,21292666.0,806,3
814158,MG,21292666.0,1325022,96
527020,MG,21292666.0,815,3
527129,MG,21292666.0,884,4
527240,MG,21292666.0,903,3
527354,MG,21292666.0,958,3
527477,MG,21292666.0,1021,2
582453,MG,21292666.0,119394,57
766278,MG,21292666.0,883105,33
584163,MG,21292666.0,127106,77
659403,MG,21292666.0,351033,10
661968,MG,21292666.0,358971,99
661113,MG,21292666.0,355226,44
771408,MG,21292666.0,922573,164
780813,MG,21292666.0,1003104,274
759438,MG,21292666.0,840315,120
660258,MG,21292666.0,353311,83
739773,MG,21292666.0,721967,120
740628,MG,21292666.0,729968,120
658548,MG,21292666.0,349512,9
781668,MG,21292666.0,1014079,237
726948,MG,21292666.0,619846,134
657693,MG,21292666.0,348804,38
656838,MG,21292666.0,347006,46
655983,MG,21292666.0,345188,65
662823,MG,21292666.0,358971,0
663678,MG,21292666.0,359991,23
664533,MG,21292666.0,360830,9
709848,MG,21292666.0,520218,87
665388,MG,21292666.0,361156,3
666243,MG,21292666.0,362340,19
779958,MG,21292666.0,991732,314
779103,MG,21292666.0,980687,28
778248,MG,21292666.0,974594,37
667098,MG,21292666.0,364541,59
667953,MG,21292666.0,366303,71
668808,MG,21292666.0,368609,5
669663,MG,21292666.0,369956,0
770553,MG,21292666.0,916205,155
758583,MG,21292666.0,837041,152
670518,MG,21292666.0,370991,0
671373,MG,21292666.0,372482,0
753453,MG,21292666.0,807247,119
655128,MG,21292666.0,343159,67
638883,MG,21292666.0,305527,67
742338,MG,21292666.0,736265,34
646578,MG,21292666.0,323967,3
645723,MG,21292666.0,322936,66
644868,MG,21292666.0,321140,69
741483,MG,21292666.0,734486,121
644013,MG,21292666.0,318090,95
643158,MG,21292666.0,315041,86
783378,MG,21292666.0,1033562,243
710703,MG,21292666.0,522331,23
642303,MG,21292666.0,313032,107
714978,MG,21292666.0,542909,118
784233,MG,21292666.0,1036301,48
743193,MG,21292666.0,740972,32
641448,MG,21292666.0,310124,48
640593,MG,21292666.0,308466,13
714123,MG,21292666.0,536044,169
725238,MG,21292666.0,602833,14
647433,MG,21292666.0,324626,15
648288,MG,21292666.0,325972,26
699588,MG,21292666.0,468023,56
726093,MG,21292666.0,611152,144
649143,MG,21292666.0,328402,96
713268,MG,21292666.0,529653,10
649998,MG,21292666.0,331433,78
650853,MG,21292666.0,333998,60
712413,MG,21292666.0,524658,13
651708,MG,21292666.0,335683,41
652563,MG,21292666.0,336648,7
763713,MG,21292666.0,869230,141
653418,MG,21292666.0,338107,30
654273,MG,21292666.0,340502,71
711558,MG,21292666.0,523548,7
672228,MG,21292666.0,374651,0
777393,MG,21292666.0,971379,144
727803,MG,21292666.0,628966,154
730368,MG,21292666.0,646091,18
693603,MG,21292666.0,441315,53
734643,MG,21292666.0,686682,138
756873,MG,21292666.0,822448,140
692748,MG,21292666.0,438304,56
731223,MG,21292666.0,651956,24
691893,MG,21292666.0,433081,40
703863,MG,21292666.0,488934,76
673083,MG,21292666.0,376537,55
691038,MG,21292666.0,428790,66
776538,MG,21292666.0,963889,206
704718,MG,21292666.0,494187,84
690183,MG,21292666.0,424155,70
689328,MG,21292666.0,419655,10
735498,MG,21292666.0,690853,131
774828,MG,21292666.0,946556,263
694458,MG,21292666.0,442186,5
695313,MG,21292666.0,444800,4
696168,MG,21292666.0,448880,84
703008,MG,21292666.0,483369,78
697023,MG,21292666.0,453364,70
702153,MG,21292666.0,477697,136
732078,MG,21292666.0,659385,214
732933,MG,21292666.0,668216,170
775683,MG,21292666.0,956468,213
757728,MG,21292666.0,827437,193
733788,MG,21292666.0,677809,119
697878,MG,21292666.0,459537,66
767988,MG,21292666.0,893645,227
701298,MG,21292666.0,473225,8
698733,MG,21292666.0,464545,80
700443,MG,21292666.0,469003,10
705573,MG,21292666.0,497672,132
688473,MG,21292666.0,416335,10
687618,MG,21292666.0,415247,41
680778,MG,21292666.0,395534,44
754308,MG,21292666.0,808693,8
673938,MG,21292666.0,379274,146
773973,MG,21292666.0,938811,219
674793,MG,21292666.0,381310,99
675648,MG,21292666.0,382882,3
676503,MG,21292666.0,383473,10
677358,MG,21292666.0,385427,14
678213,MG,21292666.0,387751,74
728658,MG,21292666.0,636797,173
708993,MG,21292666.0,516188,120
738918,MG,21292666.0,715967,155
679068,MG,21292666.0,390337,43
708138,MG,21292666.0,510219,97
679923,MG,21292666.0,393110,40
681633,MG,21292666.0,396933,45
686763,MG,21292666.0,412996,42
755163,MG,21292666.0,811742,16
707283,MG,21292666.0,503700,23
682488,MG,21292666.0,398014,17
